Commodity,Geolocation,Annual 1994,Annual 1995,Annual 1996,Annual 1997,Annual 1998,Annual 1999,Annual 2000,Annual 2001,Annual 2002,Annual 2003,Annual 2004,Annual 2005,Annual 2006,Annual 2007,Annual 2008,Annual 2009,Annual 2010,Annual 2011,Annual 2012,Annual 2013,Annual 2014,Annual 2015,Annual 2016,Annual 2017,Annual 2018
Fruit (ND),....Quirino,42.084545,45.942345,52.634448,49.073401,55.323401,56.237888,53.355136,52.864583,54.86313,51.586725,62.839147,73.443556,72.668362,76.326308,71.608527,75.387597,87.445494,93.501696,100,107.5,118.7,111.7,115.1,113.6,130
Fruit (ND),..Region III (Central Luzon),49.981399,52.318948,55.456349,59.939236,66.052827,65.47619,65.531994,67.404514,67.640129,64.856151,70.324901,73.170883,74.404762,76.87872,83.004712,87.952629,87.673611,96.08755,100,102.3,111.2,115.5,119.5,125.7,135.9
Fruit (ND),....Bataan,45.895692,48.611111,54.291383,57.159864,58.866213,60.413832,64.665533,63.77551,65.175737,61.791383,63.56576,66.060091,68.038549,68.628118,74.115646,82.71542,89.914966,95.277778,100,107.9,114.3,122.8,132.9,142.4,150.9
Fruit (ND),....Bulacan,51.43563,53.398771,54.740919,55.862714,59.955929,71.073718,72.702991,74.539263,76.43563,67.381143,79.00641,83.580395,80.108173,82.765759,89.356303,92.147436,92.341079,98.571047,100,104.3,108.1,111.6,115.4,126,135.7
Fruit (ND),....Nueva Ecija,68.220899,75.965608,90.112434,106.507937,116.62037,80.059524,71.574074,74.477513,75.952381,84.464286,83.994709,69.649471,79.371693,85.502646,91.746032,100.132275,86.402116,97.407407,100,99.6,117.1,118.5,117.4,111.2,133.1
Fruit (ND),....Pampanga,43.912894,43.604252,43.935757,47.542295,53.715135,59.053498,59.779378,59.499314,56.024234,52.034751,57.030178,65.786465,68.58139,67.215364,75.497257,81.510059,79.481024,91.763832,100,101.9,112.7,121.4,129.5,142,145.8
Fruit (ND),....Tarlac,44.547403,43.400151,45.284922,47.194907,57.32476,57.759708,58.137922,66.345184,66.263238,66.925113,70.814423,78.782148,75.655572,80.893848,82.167171,83.478316,95.877458,100.806858,100,100.7,110.3,113.2,114.1,116.9,124.8
Fruit (ND),....Zambales,39.283192,49.693974,43.114407,44.638653,48.199153,52.14807,59.033663,61.876177,69.179614,64.44209,66.025188,65.360169,70.603814,75.24129,78.625235,85.599105,87.093927,95.068267,100,102.2,103.4,103.7,104.5,107.4,117.1
Fruit (ND),....Aurora,54.336847,51.163812,59.645367,57.636144,59.810057,72.353975,68.242205,61.067194,56.637022,56.33509,66.485507,80.077953,65.832235,78.535354,87.587835,81.1704,90.771849,88.586957,100,93.8,108.2,112,135.2,149,147.6
Fruit (ND),..Region IV-A (CALABARZON),50.757066,52.602064,55.316285,54.676985,57.447286,61.989681,62.141095,62.516824,62.202782,59.791386,64.434724,63.801032,67.300359,76.087932,84.146478,85.542844,88.189771,92.334006,100,104,110.5,121.7,124.5,127.3,137.2
Fruit (ND),....Batangas,49.580432,50.263346,52.334405,50.276736,52.044278,52.057668,51.209605,53.053026,54.369755,46.683628,53.021782,51.392608,53.575254,69.925013,82.204071,80.771291,75.732012,77.307624,100,105.8,106.1,112.3,115.8,112.7,127.6
Fruit (ND),....Cavite,52.777778,54.243316,59.915379,61.620064,65.728477,69.21143,67.874663,68.52465,64.89453,66.507236,73.258523,68.451067,73.583517,77.023547,80.19377,83.566348,86.417709,92.506745,100,105,113.2,124.6,128.6,133,141.8
Fruit (ND),....Laguna,56.100652,61.018586,58.532464,55.147236,57.090273,61.121168,63.884866,60.734975,65.701183,67.203717,68.000241,68.724354,72.423365,80.358436,88.812455,88.794352,101.424089,105.654115,100,102,106.7,118.2,120,120.4,126.5
Fruit (ND),....Quezon,45.883824,41.402193,50.317369,50.17311,50.03366,53.19773,55.409694,60.74245,59.790344,50.427967,50.716484,54.741296,57.71783,70.176957,83.001539,89.219081,84.602808,88.767071,100,95.6,111.5,128.2,123.8,136.5,145.3
Fruit (ND),....Rizal,39.464052,43.555556,46.777778,49.699346,56.27451,76.169935,73.777778,73.705882,65.777778,62.72549,72.156863,76.026144,78.405229,82.843137,88.529412,89.627451,91.660131,96.130719,100,109.8,114.6,125.6,133.1,134.1,145.9
Fruit (ND),..Region IV-B (MIMAROPA),38.894824,40.277778,44.836182,46.296296,49.774454,56.861349,60.998338,61.09924,60.754986,61.651235,63.989791,68.39981,71.248813,80.395299,82.567664,83.006885,83.837844,93.916192,100,106.4,115.2,123.4,130.2,136,145.2
Fruit (ND),....Marinduque,52.832482,51.641138,64.545344,60.588378,60.19329,66.344517,63.110868,66.198638,68.581327,65.700219,66.308048,71.079504,72.963773,96.675176,89.338682,95.271092,90.329443,93.75152,100,102.6,114.5,120.9,116.7,120.6,131.2
Fruit (ND),....Mindoro Occidental,48.852224,50.191296,54.997609,55.834529,58.237685,61.72286,63.498326,65.004782,62.894548,63.438546,64.753706,68.298661,71.741989,79.937829,83.303443,83.984935,88.582018,99.234816,100,106.2,121,123.5,124.3,123.2,127
Fruit (ND),....Mindoro Oriental,30.225225,35.810811,40.514801,46.492921,46.055341,57.323037,60.045045,61.640927,62.084942,64.266409,63.938224,72.554698,77.239382,86.441441,83.404118,76.087516,82.779923,94.58816,100,106.9,115.7,122.8,143.1,144.9,140
Fruit (ND),....Palawan,41.699956,39.636041,41.250555,41.605637,51.592321,60.469374,62.877275,59.986684,58.849312,59.376387,65.507102,64.913449,66.611185,73.202397,80.709055,85.818908,83.166889,91.65557,100,106.8,113,125.2,129.1,143.1,167.9
Fruit (ND),....Romblon,27.579231,29.489773,33.760396,34.041358,36.367723,39.486401,55.461902,54.315577,54.388627,56.546415,59.552708,65.908069,67.442122,72.499438,78.652506,79.720162,75.606878,89.098674,100,106.7,112.9,120.8,118.5,119.6,121.3
Fruit (ND),..Region V (Bicol Region),40.98588,46.375441,57.009581,55.818205,56.688099,63.369894,66.301059,67.120524,64.346949,65.324004,69.175492,72.932426,75.642965,84.688603,91.269541,89.498235,88.880484,94.408724,100,100.1,109,115.7,119.4,121.2,125.2
Fruit (ND),....Albay,33.739219,38.673262,57.57864,58.48554,60.438864,63.362506,63.984018,65.499746,64.814815,66.71106,68.442415,72.152461,76.116185,96.486555,91.406646,90.57585,87.487316,93.949772,100,100.2,110.1,117.5,116.5,123.1,119.6
Fruit (ND),....Camarines Norte,29.044034,31.490988,39.63039,38.039014,34.428474,40.662788,49.241387,56.679215,60.306867,56.650696,59.154689,64.310974,68.440566,75.17682,85.101529,86.886836,85.66621,91.59822,100,99.2,108.1,113.1,117.8,119.6,118.2
Fruit (ND),....Camarines Sur,76.576087,81.503623,87.871377,85.76087,87.54529,99.42029,102.817029,98.342391,93.768116,96.639493,101.512681,106.15942,108.677536,109.483696,117.336957,103.722826,102.192029,98.867754,100,99.5,111.7,118.6,127,128.5,136.7
Fruit (ND),....Catanduanes,47.638004,50.942144,71.835191,59.341826,58.247081,72.531847,71.961253,85.748408,68.856157,64.205149,76.29379,81.986465,79.637739,94.260881,101.817941,104.292728,94.911093,102.249204,100,96.5,95.4,108,108.6,117,149.4
Fruit (ND),....Masbate,26.976744,34.743217,41.870155,40.077519,42.030039,46.957364,49.743217,49.428295,47.708333,50.402132,54.786822,54.854651,58.129845,62.097868,70.426357,76.031977,79.32655,90.852713,100,102.2,102,105.8,108.6,109.2,112.1
Fruit (ND),....Sorsogon,29.746334,36.033492,44.148831,45.298256,45.565795,51.416964,53.96849,53.438367,49.291518,49.311336,52.150218,58.041023,59.457987,70.427071,85.845224,84.616528,86.340666,93.222354,100,101.1,113.9,121.5,122.8,117.1,119.1
Fruit (ND),..Region VI (Western Visayas),32.51503,36.478513,37.870185,40.263861,46.030951,52.733244,58.795369,61.467379,62.157649,62.291249,65.219328,65.247161,66.800267,69.427744,80.143621,87.385883,89.568025,93.303273,100,104,119.6,125.7,131.1,140,149.4
Fruit (ND),....Aklan,26.64991,29.775715,33.732921,37.561227,39.191802,39.410931,50.444702,56.638309,63.869554,65.31967,67.794535,71.191029,77.345965,84.963908,92.143594,87.85125,87.445218,91.99536,100,106.6,131,132,130.7,134.3,136.3
Fruit (ND),....Antique,32.324017,37.5,38.059006,35.434783,39.073499,50.227743,53.524845,50.988613,46.884058,51.097308,54.777433,57.686335,62.127329,64.865424,76.485507,84.736025,89.130435,98.436853,100,114.1,137.7,147.7,150.6,157.1,152.5
Fruit (ND),....Capiz,19.169909,21.095979,22.405966,23.962387,30.849546,38.832685,55.460441,68.981842,75.920882,78.398184,79.189364,76.14786,77.833982,80.006485,86.906615,94.980545,97.120623,101.647211,100,98.9,122.4,124.2,122.2,123.3,128.4
Fruit (ND),....Iloilo,34.885028,37.893326,36.94675,38.381743,41.701245,48.305671,47.908022,50.017289,50.237725,49.857365,51.301003,52.364281,51.858575,60.062241,77.334025,84.020574,86.70038,87.180152,100,104.5,120,127.4,133.1,142.4,150.8
Fruit (ND),....Negros Occidental,34.479246,39.750446,43.143621,47.466259,56.340718,62.802394,69.86249,70.849249,70.26356,70.861981,75.802139,74.407945,76.381462,73.389356,79.392666,88.349885,90.718105,95.588235,100,102.4,111.5,117.6,127,139.6,155.7
Fruit (ND),....Guimaras,.,.,.,.,.,.,87.672619,87.25,86.321429,66.660714,67.595238,69.839286,71.440476,69.119048,81.607143,93.488095,84.255952,93.083333,100,104.6,128.8,138.4,145.7,153,161.6
Fruit (ND),..Region VII (Central Visayas),30.633007,34.670937,38.551871,41.710625,46.577493,51.124089,59.953529,63.043205,61.561166,60.606631,63.727707,68.770409,75.35167,79.264004,85.386837,88.149962,90.611655,94.894499,100,105.7,121.7,131.7,136.7,150.1,155.6
Fruit (ND),....Bohol,36.659892,40.873984,45.399729,46.910569,54.166667,63.99729,67.283198,67.147696,73.902439,72.242547,76.334688,80.182927,81.314363,85.243902,94.051491,95.50813,95.887534,101.673442,100,102.1,116.4,123.3,126.8,133.9,136.9
Fruit (ND),....Cebu,34.898785,37.692308,40.479082,43.717949,49.65587,53.825911,63.164642,63.960864,63.684211,64.385965,66.180837,71.497976,80.958165,85.236167,90.492578,90.512821,91.153846,93.846154,100,111.9,133.8,145.8,148.7,161.3,168.1
Fruit (ND),....Negros Oriental,20.372233,26.922647,32.942097,38.167896,39.369551,39.911692,53.62173,63.928013,52.325061,50.201207,54.48245,59.903868,67.069081,71.19383,78.655265,83.987257,86.983009,92.985692,100,93.5,96.7,105,115.6,135.3,139.6
Fruit (ND),....Siquijor,21.427266,24.332968,24.054276,23.492325,26.169591,31.894189,42.429642,44.266265,45.73739,40.154423,44.777961,50.973136,54.842836,55.980446,54.737756,67.900219,84.247076,87.458882,100,104.1,106.4,107.1,118.6,127.3,132.8
Fruit (ND),..Region VIII (Eastern Visayas),29.252303,32.152138,33.758564,33.610914,39.888968,43.444366,58.794,60.093314,62.207654,60.010631,62.485235,66.076069,70.877628,73.812899,85.766596,89.788566,90.420506,95.877628,100,106,122.6,125.7,132.7,137.3,141.2
Fruit (ND),....Eastern Samar,36.920568,37.304915,41.975309,37.631027,42.633357,49.44095,67.278127,71.418588,69.083392,69.40368,69.659911,68.920335,69.892849,72.070813,88.00955,84.119497,84.037969,90.391335,100,105.2,130.2,128.1,126.8,119.5,124
Fruit (ND),....Leyte,17.911142,18.981158,19.242847,20.423354,29.059084,31.955106,51.831821,55.71063,56.722494,57.833217,59.432426,63.939288,69.789486,72.976274,86.165387,90.776925,92.038846,96.784136,100,108.4,121,127.5,133.9,127.2,133.1
Fruit (ND),....Northern Samar,46.468927,47.040318,51.534412,50.699795,48.446328,45.916795,64.207756,64.804828,53.428351,54.686697,60.08603,66.621726,77.028762,83.16641,94.408064,93.066256,94.780431,99.646893,100,103.1,128.2,129.3,145.9,179.5,179.9
Fruit (ND),....Western Samar,51.950105,65.296322,68.148278,66.373858,71.339892,79.075896,74.836027,66.9829,83.186929,61.308269,66.204029,70.215507,70.279925,71.913797,80.528227,87.801593,81.845866,91.473413,100,96.1,104.4,104.2,112.3,125.4,130.3
Fruit (ND),....Southern Leyte,27.480959,30.113127,30.269937,30.757168,36.923163,41.145833,47.944668,50.828853,58.562948,60.601478,63.776882,63.211246,67.221102,69.024418,76.691308,89.392921,95.043683,99.52397,100,112.9,131,146.1,153.7,170,176.8
Fruit (ND),....Biliran,.,.,.,.,.,.,76.713268,66.755757,70.010965,74.102248,74.6642,76.699561,82.277961,80.701754,87.123081,92.064145,98.691064,97.354715,100,107.7,125.6,123.7,125.3,130.2,129.2
Fruit (ND),..Region IX (Zamboanga Peninsula),30.851735,31.419558,37.660358,43.401682,56.892744,44.400631,48.033649,51.976866,55.257624,60.84122,62.308097,59.15878,63.117771,63.359621,77.202944,77.896951,80.289169,90.368034,100,107.8,112.8,113.2,119.1,129.8,132.3
Fruit (ND),....Zamboanga Del Norte,34.12527,33.267339,42.074634,51.175906,76.571874,50.74394,54.157667,54.721622,61.165107,79.895608,74.538037,65.784737,72.048236,75.413967,79.655628,80.027598,80.927526,92.110631,100,99.1,99.6,99.1,94.9,109.3,108.3
Fruit (ND),....Zamboanga Del Sur,32.523375,33.991085,39.465101,43.900848,52.027615,45.857795,50.05436,56.436182,58.251794,56.794955,62.421179,62.171124,65.242444,64.861927,73.45075,75.195695,82.447271,88.209393,100,115.9,123.1,123.2,131.4,142,145.6
Fruit (ND),....Zamboanga Sibugay,.,.,.,.,.,.,.,.,.,.,.,.,58.887907,54.294268,81.32607,77.694346,76.496859,90.930506,100,97.4,100.9,101.7,114.6,118.2,122.9
Fruit (ND),....City of Isabela,.,.,.,.,.,.,.,.,.,.,.,.,34.634695,40.896237,68.123846,80.130425,82.320522,89.76512,100,106,123.9,136.8,162.9,183.2,183
Fruit (ND),..Region X (Northern Mindanao),38.086502,36.563264,39.715366,43.128753,50.455859,54.06382,55.203469,56.593284,59.350678,57.371581,59.86213,61.963531,66.727819,72.931955,84.928841,92.650656,91.177452,96.586613,100,104.4,102.9,104.4,114,121.2,126
Fruit (ND),....Bukidnon,34.349874,38.864002,43.561911,45.905123,53.239145,62.003216,59.935677,62.985297,60.906272,64.334941,64.679531,66.189984,68.94096,77.773949,91.293361,103.928325,97.82334,95.497358,100,104.2,107.6,114.7,122.8,131.4,145.7
Fruit (ND),....Camiguin,49.716418,54.691542,49.412935,49.945274,56.402985,59.174129,57.875622,61.651741,58.497512,55.472637,59.034826,62.671642,59.691542,65.870647,71.587065,80.930348,92.258706,104.218905,100,101.1,109.7,112.3,124.3,136.9,132
Fruit (ND),....Lanao Del Norte,30.762474,31.652612,36.852893,44.143828,49.115718,50.310377,53.753807,54.34528,56.002577,57.554462,63.451628,64.25978,70.297494,72.657531,85.207309,88.275943,86.442961,90.600843,100,106.2,101.8,96.7,101.5,105.3,106.9
Fruit (ND),....Misamis Occidental,60.695159,35.679092,37.762425,38.737147,41.179306,42.384319,41.768423,41.693445,46.941945,48.12018,52.640317,56.448158,64.272708,70.977935,85.363111,88.431877,86.776992,100.937232,100,109.4,106.9,108.2,117.2,127.9,125.6
Fruit (ND),....Misamis Oriental,32.270189,34.46628,36.141538,40.941796,52.196091,51.5625,57.307775,57.592354,66.043814,54.053909,56.43793,58.725301,64.443729,68.835911,77.883376,84.144115,87.5,97.476375,100,101.6,97.6,98.2,112.2,118.6,120.4
Fruit (ND),..Region XI (Davao Region),24.74469,25.699551,28.104575,31.939338,36.52982,41.202002,44.38317,49.463848,47.36009,49.433211,54.881536,58.532475,61.27451,65.058211,77.49183,81.525735,85.084763,94.541462,100,104.9,107,110.4,121.6,126.4,126.4
Fruit (ND),....Davao Del Norte,24.024414,24.615532,26.239908,27.340446,31.656094,40.868897,43.425606,44.415609,48.548635,49.504998,51.033256,54.07055,57.665321,61.803153,76.715686,81.031334,85.241253,93.521722,100,105,101.9,100.4,110.1,114,111.6
Fruit (ND),....Davao Del Sur,27.726861,29.243041,32.12831,37.135098,43.816474,42.854718,46.594252,58.893415,50.02263,52.53451,62.808328,66.37814,67.89432,69.297352,81.279701,84.063136,88.84363,94.676397,100,103.7,110,117.8,133.5,139.1,136.7
Fruit (ND),....Davao Oriental,22.405128,22.933333,26.230769,34.005128,34.65641,43.584615,46.282051,46.117949,44.882051,48.333333,52.579487,57.876923,61.538462,68.466667,79.907692,84.8,83.54359,93.605128,100,109.3,108.8,108.4,113.3,115.3,112.4
Fruit (ND),....Compostela Valley,.,.,.,.,.,.,.,.,.,.,.,.,51.728746,56.324366,68.757544,73.961028,79.71633,95.969133,100,105.3,102.2,99.1,101.4,106.7,120.5
Fruit (ND),..Region XII (SOCCSKSARGEN),36.324021,41.147326,45.928844,49.492598,51.325215,55.515759,62.774594,61.32999,61.324021,59.712273,61.646371,66.84575,71.627268,75.298472,79.542741,85.004776,86.909026,93.923114,100,101.4,103.6,107.9,119,126.1,129.2
Fruit (ND),....North Cotabato,43.053528,49.403893,51.958637,57.773723,52.950122,61.107056,71.776156,63.582725,63.296837,62.579075,63.86253,65.967153,72.980535,80.139903,86.934307,98.491484,92.244526,94.841849,100,103.8,106.7,110.1,121.3,130.8,130.7
Fruit (ND),....South Cotabato,33.492063,37.814408,42.582418,46.324786,53.553114,56.477411,65.989011,64.529915,63.107448,61.416361,62.283272,67.252747,73.260073,76.275946,74.358974,83.076923,85.738706,92.954823,100,99.2,102.1,106,113.5,122.7,127.8
Fruit (ND),....Sultan Kudarat,30.511856,34.479024,41.729366,42.037164,42.612859,45.348837,49.840401,50.416097,50.393297,53.539672,58.70953,68.906749,68.410853,68.935249,76.647287,74.059508,80.688554,89.409485,100,105,105.4,114.7,132.5,136.3,136.6
Fruit (ND),....Saranggani,.,.,.,.,.,.,66.554677,73.939394,77.918314,64.104084,65.256917,72.022398,79.044796,80.16469,83.194993,84.492754,89.519104,97.977602,100,103,109.9,111.5,121.9,134.5,143.9
Fruit (ND),....City of Cotabato,34.181141,37.649917,43.843052,45.895368,49.079818,49.203888,51.928246,53.996071,53.034533,54.730149,55.614144,58.534946,62.034739,66.366832,71.655294,73.58871,83.467742,97.099876,100,94.9,94.2,95.6,107,104.4,110.6
Fruit (ND),..Region XIII (Caraga),30.99905,33.945118,37.645522,40.971727,43.389166,51.574008,56.123782,55.690188,55.060584,54.977429,58.594678,66.535994,71.275837,74.358517,85.554764,88.536469,90.401521,98.158708,100,103.5,110.8,118.2,127,133.2,133.3
Fruit (ND),....Agusan Del Norte,28.720996,29.829277,29.508583,33.809659,33.342766,39.624599,49.655725,48.396529,45.486701,47.62309,50.976231,53.263535,56.583663,58.234295,67.56744,76.480853,78.838898,89.954726,100,100.7,98.6,106,119.6,125.3,124.9
Fruit (ND),....Agusan Del Sur,28.125,31.075385,35.916426,38.282755,42.533719,46.947254,49.801301,50.650289,52.191715,52.799855,56.496869,65.72736,72.272399,75.325145,85.356455,87.945568,93.792148,99.963873,100,109.1,118.2,123.1,133.3,141.9,138.6
Fruit (ND),....Surigao Del Norte,20.247246,22.28414,24.788624,31.796054,35.12042,45.13195,60.946708,63.534461,58.448629,59.364591,60.453497,69.017422,76.857545,78.266718,88.733026,84.864207,87.419933,94.011017,100,102.4,114.3,129.6,133,140.4,141.9
Fruit (ND),....Surigao Del Sur,42.264926,46.567561,51.329466,53.033599,53.849408,66.261784,63.246314,59.602369,60.309403,57.741117,63.071066,71.398356,72.516316,77.368866,91.285956,96.893884,93.274112,102.326565,100,101.2,114,118.6,126,130,132.9
Fruit (ND),....Dinagat Island,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,102.8,108.8,114.2,115.9,117.7,121
Fruit (ND),..Autonomous Region in Muslim Mindanao (ARMM),19.631,22.424587,24.203187,28.002277,32.247202,35.515083,40.774995,44.427054,46.722633,48.681465,51.124075,52.803073,56.934168,59.741984,68.67767,78.059192,81.502561,91.31569,100,106.6,117,128.3,139.5,152.3,155.8
Fruit (ND),....Basilan,24.86733,26.753731,28.05141,29.510779,30.016584,31.069652,36.770315,41.036484,42.669983,43.490879,44.701493,44.759536,49.742952,50.169983,56.0199,74.075456,86.749585,91.621061,100,107.5,120.2,128.1,138.4,153.1,161
Fruit (ND),....Lanao Del Sur,25.15,29.705556,30.266667,38.694444,44.822222,50.888889,53.911111,56.922222,60.705556,62.416667,62.55,63.011111,66.7,66.405556,72.011111,80.861111,82.716667,92.25,100,107.2,119.9,132.9,145.9,149.6,144
Fruit (ND),....Maguindanao,33.82981,36.402947,41.848174,42.339312,59.203502,58.178518,61.872731,64.755499,62.764254,58.477472,64.077514,63.645099,64.061499,67.830451,77.290199,84.449071,88.597053,92.96925,100,109.4,123.4,130.7,143.2,166.8,157.2
Fruit (ND),....Sulu,12.106605,13.63586,18.622562,19.498005,21.320922,25.337988,36.607934,40.043218,41.722074,49.700798,55.657137,59.502438,66.500443,73.609264,79.066933,87.970966,91.467199,100.620567,100,104.1,105.4,123.2,136.1,140.8,155.1
Fruit (ND),....Tawi-Tawi,6.561275,7.60049,8,8.343137,8.39951,8.938725,14.068627,18.019608,19.997549,20.786765,23.29902,26.446078,29.416667,34.681373,53.698529,62.693627,65.865196,80.769608,100,102.2,113.8,121.2,124,144.5,177.5
Vegetables (ND),PHILIPPINES,34.220976,36.072179,41.771782,43.488671,52.954917,56.698201,58.514366,60.610839,59.057463,58.765475,60.82107,64.108853,70.071245,71.607101,80.541929,86.095538,88.367204,99.614576,100,102.3,109.7,113.6,126.3,131.9,145.7
Vegetables (ND),..National Capital Region (NCR),41.347905,44.418423,50.982305,52.862347,68.917512,70.251106,72.814208,71.545667,66.269841,65.554254,66.315379,70.218579,78.077023,77.055686,81.323185,88.745772,85.213375,98.119958,100,100.4,105.4,113.5,126.6,140.1,154.8
Vegetables (ND),..Cordillera Administrative Region (CAR),29.274584,30.706465,37.218362,37.444725,45.198989,51.884607,50.157928,52.210992,49.657823,52.316277,56.901453,61.15498,63.171194,63.77132,72.957465,78.042746,82.159402,91.503474,100,103.1,102.8,107.4,114,112.1,124.5
Vegetables (ND),....Abra,29.088639,33.564295,41.44819,43.314607,61.485643,69.101124,65.88015,60.961298,61.535581,65.149813,70.324594,81.385768,74.912609,75.792759,83.695381,87.097378,88.913858,95.742821,100,100.1,102.3,118.6,115.1,114.5,122.6
Vegetables (ND),....Benguet,25.629929,25.846317,33.458357,32.568763,38.146759,46.701289,42.450471,44.604732,41.142527,45.729948,51.899404,54.928832,57.713022,58.434314,68.316022,73.754568,76.923447,86.704174,100,104.6,102.9,104.3,109.9,105.3,120.1
Vegetables (ND),....Ifugao,31.934853,33.005295,38.035221,37.333103,45.712477,52.520718,52.365331,58.413904,56.342081,55.513352,54.903315,61.521639,69.078039,64.635129,73.595764,78.861648,88.691298,97.427486,100,102,109.7,115,124.6,130.7,135.2
Vegetables (ND),....Kalinga,33.097187,37.242863,41.698153,42.989085,49.910789,49.763854,55.494332,58.464526,55.027288,55.106003,56.848237,59.487825,62.97754,62.442275,68.671285,75.871117,84.225441,95.702141,100,102.1,98.1,104.2,119.5,117.7,126.4
Vegetables (ND),....Mt. Province,35.692421,34.863838,37.650412,41.218071,48.010344,55.003167,53.298501,58.043065,57.895292,55.715643,60.032721,60.449652,63.3365,65.505594,74.815284,79.945113,85.518261,94.205193,100,104.1,110.9,123.9,136.7,139.4,155.8
Vegetables (ND),....Apayao,.,.,.,.,.,.,65.65179,69.301563,65.368129,66.603631,70.675744,75.706001,75.642965,82.778618,93.935956,95.347958,93.36233,102.023449,100,92,79.3,79.1,80.7,82,92.7
Vegetables (ND),..Region I (Ilocos Region),37.138869,39.238893,43.305414,46.145909,55.57781,61.974994,63.231367,64.80942,65.713765,62.405924,64.876184,68.147609,72.815004,70.453994,81.694586,89.323865,87.320952,100,100,100.4,106.7,111.3,125,125.3,145.4
Vegetables (ND),....Ilocos Norte,29.079648,30.34398,31.792588,31.198812,36.829443,48.269861,48.003686,53.434685,49.390868,49.667281,51.19267,55.26208,61.419943,61.696355,68.38145,72.210278,75.071663,97.635135,100,100.6,114.6,129.5,137.6,134,161.3
Vegetables (ND),....Ilocos Sur,41.804408,45.179063,52.706612,55.433884,64.27686,74.46281,70.144628,76.570248,72.348485,71.046832,73.402204,75.65427,82.644628,82.03168,94.15978,96.012397,92.534435,105.371901,100,104.6,110.9,115.8,138.3,149,166
Vegetables (ND),....La Union,32.344715,33.767361,38.556134,37.93885,42.611883,52.121914,50.520833,50.043403,47.381366,48.654514,51.176698,51.080247,57.865548,65.673225,75.371335,81.659915,84.061535,94.85436,100,97.9,103,109.3,120.4,117.1,130.9
Vegetables (ND),....Pangasinan,39.818469,42.113917,45.836622,50.697185,62.786109,66.23257,69.948698,70.389371,74.677716,68.560905,71.29045,75.716917,78.913444,71.888977,84.583004,94.73165,90.305183,101.354907,100,100.1,105.4,107.6,121,120.7,141.6
Vegetables (ND),..Region II (Cagayan Valley),30.292793,32.273751,37.592138,36.604218,44.195332,50.455569,51.074939,51.223382,49.733825,51.208026,51.714783,56.567363,61.419943,61.107699,67.88493,74.493243,86.885749,99.938575,100,102.3,108.9,107.4,124.4,126,148.4
Vegetables (ND),....Batanes,34.851472,54.646425,44.985542,46.234227,53.161146,63.538381,64.675342,64.819926,65.523134,65.457413,67.00184,71.135647,78.857781,84.305994,87.486856,88.643533,90.076236,95.182702,100,109.1,97.5,107.8,117,120.6,133.8
Vegetables (ND),....Cagayan,39.577058,42.087098,49.617219,48.023343,58.013303,63.121235,56.256275,59.506777,60.134287,59.544428,62.374498,68.630773,75.28238,74.196787,83.835341,90.110442,108.603163,108.176456,100,102,106.7,110.2,137.1,141.8,166.5
Vegetables (ND),....Isabela,25.620708,26.804895,30.995774,30.093326,36.463286,43.128192,48.142279,45.782708,44.008628,46.112872,45.324881,49.000704,52.826202,53.059518,57.831484,64.509597,75.86723,95.663849,100,101.9,107.4,98.6,115,117.1,141.1
Vegetables (ND),....Nueva Vizcaya,28.119658,31.917735,37.126068,37.077991,45.806624,52.617521,50.523504,54.017094,47.831197,52.339744,54.129274,60.331197,64.097222,62.649573,71.800214,78.979701,85.101496,98.103632,100,104.5,118.2,125.6,122.7,117.1,132.8
Vegetables (ND),....Quirino,30.760894,34.354324,40.006845,39.767283,44.832307,52.247319,52.258727,56.103126,54.049738,54.859685,53.986995,60.928588,68.44627,68.412047,76.465891,83.264887,84.0235,101.984942,100,101.7,111.9,122.1,136.8,134.8,150.4
Vegetables (ND),..Region III (Central Luzon),33.039366,33.991564,40.177658,43.96089,53.930215,58.001022,63.401074,68.392127,65.644172,62.71089,64.532209,68.047035,76.680726,75.178937,83.640082,91.359918,88.976227,101.738241,100,103,109.3,112.8,123.3,128.5,141.7
Vegetables (ND),....Bataan,37.314189,31.463964,36.092342,37.31982,44.391892,52.212838,53.603604,56.914414,54.881757,53.704955,54.324324,58.170045,67.567568,66.311937,80.518018,84.048423,83.344595,96.863739,100,99.6,102.9,108.9,117.4,117.5,139.4
Vegetables (ND),....Bulacan,30.632777,34.42547,40.634101,45.565263,59.769658,66.805666,69.9166,79.156738,76.66799,65.998147,70.432883,72.888536,79.421499,76.879799,82.366958,97.12735,84.630659,94.492984,100,109.6,112.4,112.9,123.4,135.6,146.9
Vegetables (ND),....Nueva Ecija,37.195652,43,57.043478,63.876812,70.717391,64.413043,72.971014,82.086957,73.036232,74.666667,73.123188,72.398551,86.971014,93.652174,97.376812,104.231884,102.572464,113.304348,100,93.8,98.4,101.3,108.3,111.9,134
Vegetables (ND),....Pampanga,32.838542,29.830729,33.691406,36.236979,45.175781,50.559896,62.102865,61.197917,59.095052,61.126302,66.028646,73.098958,78.111979,68.782552,80.755208,87.65625,88.964844,106.829427,100,103.6,114,117.5,126.5,131.7,139.1
